standing,discipline,min_outdoors,min_zoom,undergrad,masters,phd,civil,mechanical,electrical,happiness
undergrad,civil,177,136,1,0,0,1,0,0,58.625164471437195
undergrad,electrical,180,274,1,0,0,0,0,1,34.20204435696927
undergrad,mechanical,278,163,1,0,0,0,1,0,56.66513336387937
undergrad,civil,158,85,1,0,0,1,0,0,54.10903864758998
undergrad,electrical,164,172,1,0,0,0,0,1,44.19685209107461
undergrad,mechanical,224,71,1,0,0,0,1,0,66.37962107765875
undergrad,civil,144,357,1,0,0,1,0,0,60.08647135477671
undergrad,electrical,51,133,1,0,0,0,0,1,51.08882684527719
undergrad,mechanical,240,284,1,0,0,0,1,0,44.71689445589138
undergrad,civil,46,331,1,0,0,1,0,0,58.040105180615036
undergrad,electrical,269,382,1,0,0,0,0,1,36.27661572173045
undergrad,mechanical,279,105,1,0,0,0,1,0,66.93350308132003
undergrad,civil,9,75,1,0,0,1,0,0,21.766103661316492
undergrad,electrical,153,215,1,0,0,0,0,1,62.03837021959541
undergrad,mechanical,5,228,1,0,0,0,1,0,54.68966590400049
undergrad,civil,211,157,1,0,0,1,0,0,75.36903675533898
undergrad,electrical,286,334,1,0,0,0,0,1,40.75367880116092
undergrad,mechanical,233,117,1,0,0,0,1,0,52.92670829280141
undergrad,civil,269,307,1,0,0,1,0,0,54.27940187818156
undergrad,electrical,267,97,1,0,0,0,0,1,53.4916011473154
undergrad,mechanical,211,154,1,0,0,0,1,0,55.393780495791546
undergrad,civil,277,140,1,0,0,1,0,0,67.31753747322367
undergrad,electrical,218,333,1,0,0,0,0,1,41.4431964427495
undergrad,mechanical,11,212,1,0,0,0,1,0,58.477103052628635
undergrad,civil,108,374,1,0,0,1,0,0,42.3959975354514
undergrad,electrical,245,389,1,0,0,0,0,1,46.724951970657614
undergrad,mechanical,267,11,1,0,0,0,1,0,84.46065955603166
undergrad,civil,198,336,1,0,0,1,0,0,56.788378124380955
undergrad,electrical,115,78,1,0,0,0,0,1,69.4303574012439
undergrad,mechanical,283,31,1,0,0,0,1,0,80.98914432809967
undergrad,civil,106,288,1,0,0,1,0,0,33.00083339661658
undergrad,electrical,108,235,1,0,0,0,0,1,60.30234380520553
undergrad,mechanical,136,389,1,0,0,0,1,0,34.33825320940586
undergrad,civil,64,304,1,0,0,1,0,0,32.50423465747979
undergrad,electrical,206,126,1,0,0,0,0,1,70.36103438975485
undergrad,mechanical,60,379,1,0,0,0,1,0,61.45601847681313
undergrad,civil,147,57,1,0,0,1,0,0,33.18544066043408
undergrad,electrical,200,31,1,0,0,0,0,1,29.913114313675855
undergrad,mechanical,184,55,1,0,0,0,1,0,67.46611576386731
undergrad,civil,280,149,1,0,0,1,0,0,74.4335469658905
undergrad,electrical,91,340,1,0,0,0,0,1,53.505540674400045
undergrad,mechanical,266,35,1,0,0,0,1,0,77.92112137347812
undergrad,civil,10,309,1,0,0,1,0,0,50.004393262230074
undergrad,electrical,118,216,1,0,0,0,0,1,60.56923430245061
undergrad,mechanical,181,298,1,0,0,0,1,0,60.40946638551924
undergrad,civil,220,121,1,0,0,1,0,0,54.60131036092899
undergrad,electrical,266,347,1,0,0,0,0,1,33.226232478996074
undergrad,mechanical,100,378,1,0,0,0,1,0,1.7891781706512617
undergrad,civil,87,242,1,0,0,1,0,0,49.78494193877506
undergrad,electrical,40,170,1,0,0,0,0,1,50.78671475477515
undergrad,mechanical,128,57,1,0,0,0,1,0,38.084753879355866
undergrad,civil,194,307,1,0,0,1,0,0,42.84590610950023
undergrad,electrical,62,383,1,0,0,0,0,1,26.57777810145229
undergrad,mechanical,168,202,1,0,0,0,1,0,36.701672331043184
undergrad,civil,287,264,1,0,0,1,0,0,76.60116897883094
undergrad,electrical,105,147,1,0,0,0,0,1,71.14484175358771
undergrad,mechanical,99,252,1,0,0,0,1,0,42.02151698315072
undergrad,civil,132,7,1,0,0,1,0,0,59.781985362917176
undergrad,electrical,63,355,1,0,0,0,0,1,23.633689007951414
undergrad,mechanical,125,101,1,0,0,0,1,0,62.38514816396351
undergrad,civil,153,140,1,0,0,1,0,0,79.04596801210421
undergrad,electrical,103,102,1,0,0,0,0,1,52.18396694485294
undergrad,mechanical,278,68,1,0,0,0,1,0,75.63440567836324
undergrad,civil,142,345,1,0,0,1,0,0,53.10929343054465
undergrad,electrical,91,18,1,0,0,0,0,1,69.37896903860711
undergrad,mechanical,109,107,1,0,0,0,1,0,36.16319192934975
undergrad,civil,275,156,1,0,0,1,0,0,66.71511642037194
undergrad,electrical,39,88,1,0,0,0,0,1,30.672870585706633
undergrad,mechanical,277,237,1,0,0,0,1,0,55.44563698037171
undergrad,civil,136,26,1,0,0,1,0,0,71.4779465938667
undergrad,electrical,295,117,1,0,0,0,0,1,75.81707345498853
undergrad,mechanical,265,194,1,0,0,0,1,0,61.53849138301315
undergrad,civil,254,136,1,0,0,1,0,0,66.80489581422576
undergrad,electrical,269,141,1,0,0,0,0,1,38.38594194081607
undergrad,mechanical,13,81,1,0,0,0,1,0,40.48575193613888
undergrad,civil,291,66,1,0,0,1,0,0,80.02888724782015
undergrad,electrical,44,231,1,0,0,0,0,1,41.190436190070756
undergrad,mechanical,99,227,1,0,0,0,1,0,74.93909576143722
undergrad,civil,81,22,1,0,0,1,0,0,93.39507943415447
undergrad,electrical,101,285,1,0,0,0,0,1,39.02037003116385
undergrad,mechanical,148,216,1,0,0,0,1,0,54.13313776679253
undergrad,civil,4,295,1,0,0,1,0,0,59.6197835299142
undergrad,electrical,170,378,1,0,0,0,0,1,59.16820662230052
undergrad,mechanical,209,278,1,0,0,0,1,0,54.22247618323368
undergrad,civil,228,153,1,0,0,1,0,0,89.97478773257666
undergrad,electrical,57,157,1,0,0,0,0,1,41.231503466918774
undergrad,mechanical,167,75,1,0,0,0,1,0,72.2830286441669
undergrad,civil,4,351,1,0,0,1,0,0,19.805725524704087
undergrad,electrical,69,351,1,0,0,0,0,1,29.263015019027385
undergrad,mechanical,36,222,1,0,0,0,1,0,38.34274119424585
undergrad,civil,272,144,1,0,0,1,0,0,59.41919409889452
undergrad,electrical,40,281,1,0,0,0,0,1,35.481007325007496
undergrad,mechanical,121,30,1,0,0,0,1,0,63.38546523971178
undergrad,civil,110,246,1,0,0,1,0,0,48.059242166075244
undergrad,electrical,86,36,1,0,0,0,0,1,45.46742497264862
undergrad,mechanical,48,242,1,0,0,0,1,0,32.54343295564091
undergrad,civil,116,70,1,0,0,1,0,0,48.19722231591329
undergrad,electrical,285,376,1,0,0,0,0,1,32.791929544753195
undergrad,mechanical,256,392,1,0,0,0,1,0,45.199487591711524
undergrad,civil,175,84,1,0,0,1,0,0,44.63003482180975
undergrad,electrical,33,353,1,0,0,0,0,1,46.05949208186665
undergrad,mechanical,213,65,1,0,0,0,1,0,61.88824270995355
undergrad,civil,218,345,1,0,0,1,0,0,51.52338729995388
undergrad,electrical,68,297,1,0,0,0,0,1,25.560206425173902
undergrad,mechanical,120,351,1,0,0,0,1,0,53.22600626368681
undergrad,civil,48,351,1,0,0,1,0,0,46.07622140133205
undergrad,electrical,292,292,1,0,0,0,0,1,43.01293105162236
undergrad,mechanical,83,204,1,0,0,0,1,0,46.80639902893728
undergrad,civil,25,278,1,0,0,1,0,0,63.0288609839038
undergrad,electrical,182,65,1,0,0,0,0,1,43.31886836836837
undergrad,mechanical,77,269,1,0,0,0,1,0,40.37423579175609
undergrad,civil,275,96,1,0,0,1,0,0,69.04248347071396
undergrad,electrical,155,73,1,0,0,0,0,1,62.92279315734927
undergrad,mechanical,154,212,1,0,0,0,1,0,38.178259999719586
undergrad,civil,87,279,1,0,0,1,0,0,47.84100903645408
undergrad,electrical,190,192,1,0,0,0,0,1,35.61356643236614
undergrad,mechanical,264,179,1,0,0,0,1,0,53.450010316351616
undergrad,civil,217,125,1,0,0,1,0,0,46.94398820170452
undergrad,electrical,140,17,1,0,0,0,0,1,49.75101586188868
undergrad,mechanical,199,131,1,0,0,0,1,0,59.44349158486944
undergrad,civil,9,46,1,0,0,1,0,0,65.71778689177287
undergrad,electrical,235,253,1,0,0,0,0,1,34.8905187575874
undergrad,mechanical,71,40,1,0,0,0,1,0,34.7471490654696
undergrad,civil,55,354,1,0,0,1,0,0,40.79287523285521
undergrad,electrical,225,195,1,0,0,0,0,1,40.92659275938627
undergrad,mechanical,192,144,1,0,0,0,1,0,29.097531444785794
undergrad,civil,100,332,1,0,0,1,0,0,47.721934608790924
undergrad,electrical,34,380,1,0,0,0,0,1,10.302125428758682
undergrad,mechanical,109,159,1,0,0,0,1,0,46.26970305278443
undergrad,civil,71,282,1,0,0,1,0,0,50.65744703421733
undergrad,electrical,28,268,1,0,0,0,0,1,45.66160977764176
undergrad,mechanical,204,296,1,0,0,0,1,0,41.07566201122822
undergrad,civil,192,321,1,0,0,1,0,0,42.043659270520806
undergrad,electrical,257,74,1,0,0,0,0,1,77.64894140168208
undergrad,mechanical,138,101,1,0,0,0,1,0,44.18799715187637
undergrad,civil,205,44,1,0,0,1,0,0,41.47286226922503
undergrad,electrical,230,68,1,0,0,0,0,1,50.81717092992145
undergrad,mechanical,1,217,1,0,0,0,1,0,44.78838747804212
undergrad,civil,264,323,1,0,0,1,0,0,44.64940674788899
undergrad,electrical,189,236,1,0,0,0,0,1,25.19744320182836
undergrad,mechanical,218,286,1,0,0,0,1,0,52.97873933943811
undergrad,civil,198,345,1,0,0,1,0,0,45.94425086699316
undergrad,electrical,247,290,1,0,0,0,0,1,32.79717483549778
undergrad,mechanical,62,0,1,0,0,0,1,0,64.61812382072138
undergrad,civil,119,145,1,0,0,1,0,0,62.328027546335704
undergrad,electrical,160,391,1,0,0,0,0,1,31.96538620195725
undergrad,mechanical,289,294,1,0,0,0,1,0,57.16254808789911
undergrad,civil,286,74,1,0,0,1,0,0,74.58102388047153
undergrad,electrical,245,395,1,0,0,0,0,1,59.79532902521706
undergrad,mechanical,177,247,1,0,0,0,1,0,36.03858658254748
undergrad,civil,147,304,1,0,0,1,0,0,71.14926410467208
undergrad,electrical,120,291,1,0,0,0,0,1,75.07349261243738
undergrad,mechanical,186,10,1,0,0,0,1,0,58.17372275030957
undergrad,civil,242,47,1,0,0,1,0,0,70.6277453596641
undergrad,electrical,194,117,1,0,0,0,0,1,71.47317464121187
undergrad,mechanical,17,353,1,0,0,0,1,0,45.27390283049651
undergrad,civil,233,23,1,0,0,1,0,0,75.10381290710107
undergrad,electrical,133,236,1,0,0,0,0,1,32.79767526540855
undergrad,mechanical,288,160,1,0,0,0,1,0,70.02355621762388
undergrad,civil,120,224,1,0,0,1,0,0,70.06008659600894
undergrad,electrical,22,242,1,0,0,0,0,1,24.8449518423324
undergrad,mechanical,261,119,1,0,0,0,1,0,62.429656231802475
undergrad,civil,74,191,1,0,0,1,0,0,52.18472465767359
undergrad,electrical,133,107,1,0,0,0,0,1,72.30095236155272
undergrad,mechanical,82,64,1,0,0,0,1,0,67.40122543473473
undergrad,civil,169,212,1,0,0,1,0,0,44.13107215442709
undergrad,electrical,31,389,1,0,0,0,0,1,44.584155522008366
undergrad,mechanical,169,386,1,0,0,0,1,0,39.919577345992685
undergrad,civil,273,143,1,0,0,1,0,0,44.325895135915914
undergrad,electrical,267,370,1,0,0,0,0,1,8.765970599286444
undergrad,mechanical,175,207,1,0,0,0,1,0,36.00810299886004
undergrad,civil,14,395,1,0,0,1,0,0,22.349821683662597
undergrad,electrical,105,111,1,0,0,0,0,1,27.808961393554462
undergrad,mechanical,126,153,1,0,0,0,1,0,32.60686630371673
undergrad,civil,78,273,1,0,0,1,0,0,31.71324991149214
undergrad,electrical,242,193,1,0,0,0,0,1,62.21965321230533
undergrad,mechanical,84,273,1,0,0,0,1,0,53.05166455785972
undergrad,civil,33,39,1,0,0,1,0,0,67.94043125058124
undergrad,electrical,99,316,1,0,0,0,0,1,30.605258965025627
undergrad,mechanical,246,210,1,0,0,0,1,0,40.53587805227416
undergrad,civil,170,369,1,0,0,1,0,0,38.91409621799367
undergrad,electrical,171,131,1,0,0,0,0,1,18.987035572201414
undergrad,mechanical,44,28,1,0,0,0,1,0,36.296461926748975
undergrad,civil,199,139,1,0,0,1,0,0,50.62177947779438
undergrad,electrical,103,51,1,0,0,0,0,1,57.07191774751776
undergrad,mechanical,167,38,1,0,0,0,1,0,48.5716266719881
undergrad,civil,160,10,1,0,0,1,0,0,62.70914009485408
undergrad,electrical,64,71,1,0,0,0,0,1,26.254599158790498
undergrad,mechanical,269,219,1,0,0,0,1,0,50.10453966395545
undergrad,civil,77,356,1,0,0,1,0,0,56.03672570863304
undergrad,electrical,47,39,1,0,0,0,0,1,35.386854952485514
undergrad,mechanical,149,22,1,0,0,0,1,0,48.892114903170956
undergrad,civil,261,264,1,0,0,1,0,0,34.90751869359551
undergrad,electrical,199,189,1,0,0,0,0,1,46.603972418670885
undergrad,mechanical,170,271,1,0,0,0,1,0,40.56500310650984
undergrad,civil,11,375,1,0,0,1,0,0,30.130300047450064
undergrad,electrical,119,139,1,0,0,0,0,1,51.04838263966118
undergrad,mechanical,141,208,1,0,0,0,1,0,59.14818025150518
undergrad,civil,19,33,1,0,0,1,0,0,57.54733997930183
undergrad,electrical,175,243,1,0,0,0,0,1,36.286351711250894
undergrad,mechanical,146,72,1,0,0,0,1,0,47.3415686103058
undergrad,civil,282,367,1,0,0,1,0,0,80.48832737171226
undergrad,electrical,296,100,1,0,0,0,0,1,55.35410996092686
undergrad,mechanical,74,154,1,0,0,0,1,0,64.49284571140831
undergrad,civil,17,249,1,0,0,1,0,0,64.81077317514479
undergrad,electrical,291,364,1,0,0,0,0,1,55.483360887459455
undergrad,mechanical,81,15,1,0,0,0,1,0,46.80870104861646
undergrad,civil,292,174,1,0,0,1,0,0,75.29391643732363
undergrad,electrical,259,38,1,0,0,0,0,1,62.13637775410661
undergrad,mechanical,140,284,1,0,0,0,1,0,39.77305948128945
undergrad,civil,287,209,1,0,0,1,0,0,67.8067815746688
undergrad,electrical,2,205,1,0,0,0,0,1,28.195215290723567
undergrad,mechanical,15,367,1,0,0,0,1,0,27.37419967938783
undergrad,civil,93,40,1,0,0,1,0,0,63.732459478457855
undergrad,electrical,108,103,1,0,0,0,0,1,28.233167779232893
undergrad,mechanical,157,396,1,0,0,0,1,0,56.08727514851015
undergrad,civil,230,87,1,0,0,1,0,0,86.43022916356762
undergrad,electrical,73,213,1,0,0,0,0,1,68.54187990192057
undergrad,mechanical,198,221,1,0,0,0,1,0,41.280475709364694
undergrad,civil,86,189,1,0,0,1,0,0,56.131217995675115
undergrad,electrical,225,342,1,0,0,0,0,1,51.37895009549817
undergrad,mechanical,276,21,1,0,0,0,1,0,50.202829222096454
undergrad,civil,197,26,1,0,0,1,0,0,64.35688452488864
undergrad,electrical,282,98,1,0,0,0,0,1,67.39020647863285
undergrad,mechanical,126,343,1,0,0,0,1,0,51.292346022115275
undergrad,civil,59,244,1,0,0,1,0,0,46.827087693355686
undergrad,electrical,275,20,1,0,0,0,0,1,68.70172507152196
undergrad,mechanical,38,244,1,0,0,0,1,0,38.67674126192575
undergrad,civil,245,282,1,0,0,1,0,0,54.807159584569874
undergrad,electrical,271,60,1,0,0,0,0,1,66.53424398837643
undergrad,mechanical,280,229,1,0,0,0,1,0,75.76775133859068
undergrad,civil,214,191,1,0,0,1,0,0,62.63501728135324
undergrad,electrical,9,361,1,0,0,0,0,1,26.589328683833145
undergrad,mechanical,133,287,1,0,0,0,1,0,40.816816227212044
undergrad,civil,215,310,1,0,0,1,0,0,46.28853396156851
undergrad,electrical,265,263,1,0,0,0,0,1,67.95703753687073
undergrad,mechanical,72,202,1,0,0,0,1,0,10.31853805244016
undergrad,civil,271,155,1,0,0,1,0,0,51.20629203811405
undergrad,electrical,82,286,1,0,0,0,0,1,36.83142873815329
undergrad,mechanical,130,49,1,0,0,0,1,0,68.17953875618332
undergrad,civil,168,7,1,0,0,1,0,0,66.65255882665357
undergrad,electrical,92,141,1,0,0,0,0,1,30.23476159348641
undergrad,mechanical,19,255,1,0,0,0,1,0,48.63417605642395
undergrad,civil,196,11,1,0,0,1,0,0,40.69613111043378
undergrad,electrical,291,319,1,0,0,0,0,1,46.570334853141105
undergrad,mechanical,240,177,1,0,0,0,1,0,73.08558043098984
undergrad,civil,267,186,1,0,0,1,0,0,62.05373085190227
undergrad,electrical,115,80,1,0,0,0,0,1,54.153011002903234
undergrad,mechanical,97,311,1,0,0,0,1,0,43.68442324042875
undergrad,civil,86,151,1,0,0,1,0,0,74.8294319437788
undergrad,electrical,217,104,1,0,0,0,0,1,78.16953648600625
undergrad,mechanical,74,389,1,0,0,0,1,0,30.281059973973168
undergrad,civil,48,9,1,0,0,1,0,0,40.221207239958915
undergrad,electrical,237,328,1,0,0,0,0,1,22.03242703067785
undergrad,mechanical,106,154,1,0,0,0,1,0,53.695782979124175
undergrad,civil,230,145,1,0,0,1,0,0,80.59292456699784
undergrad,electrical,160,170,1,0,0,0,0,1,74.37814476465888
undergrad,mechanical,262,61,1,0,0,0,1,0,58.740026500426595
undergrad,civil,273,157,1,0,0,1,0,0,66.69534374750576
undergrad,electrical,202,57,1,0,0,0,0,1,65.03312325653589
undergrad,mechanical,44,4,1,0,0,0,1,0,73.97433100902451
undergrad,civil,256,116,1,0,0,1,0,0,49.38215733652773
undergrad,electrical,83,50,1,0,0,0,0,1,45.7182532641452
undergrad,mechanical,12,27,1,0,0,0,1,0,62.03371958072901
undergrad,civil,66,75,1,0,0,1,0,0,56.76840292611003
undergrad,electrical,229,292,1,0,0,0,0,1,48.473206904081636
undergrad,mechanical,72,337,1,0,0,0,1,0,67.13549000767748
undergrad,civil,284,216,1,0,0,1,0,0,56.06637207547732
undergrad,electrical,260,4,1,0,0,0,0,1,35.262743899464226
undergrad,mechanical,121,395,1,0,0,0,1,0,34.90110825129869
undergrad,civil,194,274,1,0,0,1,0,0,39.15018454968857
undergrad,electrical,129,82,1,0,0,0,0,1,62.379591381060884
undergrad,mechanical,157,298,1,0,0,0,1,0,27.126948306607794
undergrad,civil,268,68,1,0,0,1,0,0,66.26890007754
undergrad,electrical,163,6,1,0,0,0,0,1,55.32358915877687
undergrad,mechanical,292,51,1,0,0,0,1,0,65.55808977491965
undergrad,civil,279,175,1,0,0,1,0,0,106.28784245145579
undergrad,electrical,236,271,1,0,0,0,0,1,30.653568545380793
undergrad,mechanical,298,183,1,0,0,0,1,0,61.46085020767457
undergrad,civil,94,63,1,0,0,1,0,0,47.007977972412036
undergrad,electrical,169,29,1,0,0,0,0,1,46.182082643285725
undergrad,mechanical,57,160,1,0,0,0,1,0,48.580783004471
undergrad,civil,47,349,1,0,0,1,0,0,68.98770213779807
undergrad,electrical,292,205,1,0,0,0,0,1,38.79872185325036
undergrad,mechanical,24,203,1,0,0,0,1,0,33.83478266249263
undergrad,civil,242,288,1,0,0,1,0,0,68.79668667012805
undergrad,electrical,36,227,1,0,0,0,0,1,18.648275611547795
undergrad,mechanical,157,357,1,0,0,0,1,0,30.99746337098692
undergrad,civil,53,190,1,0,0,1,0,0,61.269649456546695
undergrad,electrical,22,399,1,0,0,0,0,1,21.3568728863415
undergrad,mechanical,184,392,1,0,0,0,1,0,40.09161385941316
undergrad,civil,164,177,1,0,0,1,0,0,58.88095038562095
undergrad,electrical,74,143,1,0,0,0,0,1,17.766214430756406
undergrad,mechanical,102,96,1,0,0,0,1,0,40.75452158087796
undergrad,civil,197,228,1,0,0,1,0,0,71.84251528531834
undergrad,electrical,128,160,1,0,0,0,0,1,51.986688310483814
undergrad,mechanical,125,356,1,0,0,0,1,0,33.28061803900877
undergrad,civil,182,90,1,0,0,1,0,0,69.03167905071217
undergrad,electrical,177,394,1,0,0,0,0,1,10.426186460076345
undergrad,mechanical,281,291,1,0,0,0,1,0,30.054949048913087
undergrad,civil,96,221,1,0,0,1,0,0,59.89048755623226
undergrad,electrical,201,29,1,0,0,0,0,1,52.30460071140335
undergrad,mechanical,28,254,1,0,0,0,1,0,35.40581799978794
undergrad,civil,274,371,1,0,0,1,0,0,38.94122736353198
undergrad,electrical,198,99,1,0,0,0,0,1,52.34523918520282
undergrad,mechanical,32,163,1,0,0,0,1,0,56.84041276104279
undergrad,civil,89,149,1,0,0,1,0,0,44.72679259175687
undergrad,electrical,66,163,1,0,0,0,0,1,35.404886850262564
undergrad,mechanical,96,107,1,0,0,0,1,0,85.94173459103435
undergrad,civil,120,129,1,0,0,1,0,0,55.96739554504997
undergrad,electrical,291,368,1,0,0,0,0,1,41.63565645840028
undergrad,mechanical,297,302,1,0,0,0,1,0,60.07231816343552
undergrad,civil,62,218,1,0,0,1,0,0,69.4529808044953
undergrad,electrical,38,12,1,0,0,0,0,1,62.823705924599835
undergrad,mechanical,67,220,1,0,0,0,1,0,65.81705606217984
undergrad,civil,126,125,1,0,0,1,0,0,63.24792378540445
undergrad,electrical,148,66,1,0,0,0,0,1,45.8049254323124
undergrad,mechanical,85,36,1,0,0,0,1,0,88.57872505436163
undergrad,civil,125,21,1,0,0,1,0,0,40.42373175850876
undergrad,electrical,104,395,1,0,0,0,0,1,37.340494161082106
undergrad,mechanical,143,354,1,0,0,0,1,0,54.57828906942813
undergrad,civil,160,129,1,0,0,1,0,0,69.41558780561088
undergrad,electrical,55,139,1,0,0,0,0,1,36.06656531910323
undergrad,mechanical,203,93,1,0,0,0,1,0,62.94665227809479
undergrad,civil,221,375,1,0,0,1,0,0,50.78486931382422
undergrad,electrical,240,171,1,0,0,0,0,1,71.91590322182296
undergrad,mechanical,27,206,1,0,0,0,1,0,66.61957761640564
undergrad,civil,114,5,1,0,0,1,0,0,61.42785633704361
undergrad,electrical,42,162,1,0,0,0,0,1,52.27031713546643
undergrad,mechanical,182,317,1,0,0,0,1,0,56.524809086104064
undergrad,civil,128,139,1,0,0,1,0,0,55.62311889826331
undergrad,electrical,201,344,1,0,0,0,0,1,12.77481773848362
undergrad,mechanical,183,239,1,0,0,0,1,0,49.978819762477166
undergrad,civil,234,124,1,0,0,1,0,0,77.11802727233234
undergrad,electrical,273,299,1,0,0,0,0,1,33.99839608985197
undergrad,mechanical,121,35,1,0,0,0,1,0,61.583509517877886
undergrad,civil,20,318,1,0,0,1,0,0,50.05368817821409
undergrad,electrical,275,59,1,0,0,0,0,1,70.81492392512209
undergrad,mechanical,245,187,1,0,0,0,1,0,70.41280090186204
undergrad,civil,204,271,1,0,0,1,0,0,64.84118083220491
undergrad,electrical,298,119,1,0,0,0,0,1,76.34152934402815
undergrad,mechanical,223,349,1,0,0,0,1,0,42.99373422079213
undergrad,civil,154,351,1,0,0,1,0,0,55.083445819183524
undergrad,electrical,188,56,1,0,0,0,0,1,63.87410282033867
undergrad,mechanical,66,391,1,0,0,0,1,0,46.23210451581973
